Country,Year,GDP,GDP Per Capita,GDP PPP,GDP PPP Per Capita,Access to electricity (% of population),Population,Life Expectancy,Health Percentage Expenditure,Total Health Expenditure,Adult Mortality,Infant Deaths per 1000 population,Under-Five Deaths per 1000,Hepatitis B Immunisation,Polio Immunisation (%),Measles Reported Cases per 1000 population,Average Body Mass Index,Diphtheria Immunisation (%),HIV/AIDS Deaths per 1000 population,Country Classification
Chile,2014,2.6099E+11,14696.25287,4.05E+11,22786.64277,99.99533844,17758969,79.3,2352.999591,7.79,83,2,2,95,95,0,63.1,95,0.1,Developing Country
Chile,2015,2.42518E+11,13496.19347,4.08E+11,22688.00624,99.714844,17969356,79.4,0,,82,2,2,97,96,9,63.8,96,0.1,Developing Country
China,2000,1.21135E+12,938.6278328,3.71E+12,2872.795968,96.243927,1290550767,72.1,17.46057369,4.6,115,490,608,6,86,71093,2.5,85,0.1,Developing Country
China,2001,1.3394E+12,1030.994573,4.10E+12,3159.648543,96.55620575,1299129747,72.7,14.23064496,4.56,11,457,558,65,86,88962,21.2,86,0.1,Developing Country
China,2002,1.47055E+12,1124.830747,4.55E+12,3480.656421,96.85614014,1307352256,73.2,106.3590358,4.79,16,422,511,7,86,58341,21.9,86,0.1,Developing Country
China,2003,1.66029E+12,1262.285045,5.10E+12,3877.504477,97.1497879,1315303522,73.5,122.9365349,4.82,13,391,467,75,87,71879,22.6,86,0.1,Developing Country
China,2004,1.95535E+12,1477.869932,5.77E+12,4358.727926,97.44321442,1323084639,73.9,1.58668462,4.72,11,360,427,79,87,70549,23.4,87,0.1,Developing Country
China,2005,2.28597E+12,1717.76861,6.62E+12,4977.744837,97.74249268,1330776380,74.2,171.6596026,4.66,99,332,392,84,87,124219,24.1,87,0.1,Developing Country
China,2006,2.75213E+12,2056.271667,7.69E+12,5747.720695,98.06681061,1338408644,74.4,29.74342979,4.52,98,307,360,91,94,99602,24.9,93,0.1,Developing Country
China,2007,3.55218E+12,2639.077588,9.02E+12,6704.079722,98.39870453,1345993891,74.7,312.6624819,4.32,96,285,332,92,94,109023,25.7,93,0.1,Developing Country
China,2008,4.59821E+12,3397.096462,1.01E+13,7452.359923,98.74991608,1353569480,74.7,39.22509728,4.59,97,266,308,95,99,131441,26.5,97,0.1,Developing Country
China,2009,5.10995E+12,3754.090837,1.11E+13,8169.153611,99.11564636,1361169410,75.1,50.28348923,5.8,93,248,288,99,99,52461,27.3,99,0.1,Developing Country
China,2010,6.10062E+12,4456.876993,1.24E+13,9092.310545,99.7,1368810604,75.2,5.660754839,4.89,92,231,268,99,99,38159,28.1,99,0.1,Developing Country
China,2011,7.57255E+12,5501.319912,1.39E+13,10111.99156,99.74872589,1376497633,75.4,91.26749779,5.3,91,215,251,99,99,9943,29,99,0.1,Developing Country
China,2012,8.56055E+12,6184.444217,1.53E+13,11054.02589,99.91638184,1384206408,75.6,94.4344566,5.26,89,201,233,99,99,6183,3,99,0.1,Developing Country
China,2013,9.60722E+12,6902.320216,1.68E+13,12054.97182,99.98311615,1391883335,75.8,9.955532032,5.39,88,185,216,99,99,26883,3.9,99,0.1,Developing Country
China,2014,1.04824E+13,7490.330061,1.83E+13,13108.34357,99.99848938,1399453966,76,109.8743903,5.55,86,171,198,99,99,52628,31.9,99,0.1,Developing Country
China,2015,1.10647E+13,7864.863383,1.98E+13,14088.93084,100,1406847868,76.2,0,,85,157,183,99,99,42361,32.9,99,0.1,Developing Country
Colombia,2000,99886577331,2520.481089,2.65E+11,6694.813357,95.2,39629965,71.1,477.1341814,5.91,167,18,21,78,82,1,46.7,79,0.1,Developing Country
Colombia,2001,98203546156,2439.478674,2.76E+11,6848.280413,94.19931793,40255956,71.2,404.4205858,5.96,165,17,21,8,83,3,47.5,8,0.1,Developing Country
Colombia,2002,97933391976,2395.902685,2.87E+11,7022.739085,94.45314026,40875363,71.4,393.8773633,5.67,163,17,20,78,83,139,48.2,81,0.1,Developing Country
Colombia,2003,94684584163,2282.443263,3.04E+11,7324.400323,94.70068359,41483872,72.1,417.8038898,5.92,15,16,19,92,92,0,49,92,0.1,Developing Country
Colombia,2004,1.17075E+11,2782.464935,3.29E+11,7811.230457,94.94800568,42075953,72.5,42.17956418,5.37,148,16,19,89,89,0,49.8,89,0.1,Developing Country
Colombia,2005,1.46566E+11,3436.672078,3.55E+11,8320.567738,96.8,42647731,72.9,531.9808176,5.82,144,15,18,93,93,0,5.5,93,0.1,Developing Country
Colombia,2006,1.6259E+11,3763.582282,3.90E+11,9036.313412,95.46623993,43200901,73,62.43710774,6.11,147,15,17,93,94,0,51.3,93,0.1,Developing Country
Colombia,2007,2.07416E+11,4742.302008,4.28E+11,9792.903848,95.74927521,43737512,73.4,780.5946749,6.25,144,14,17,93,93,0,52,93,0.1,Developing Country
Colombia,2008,2.43982E+11,5513.107922,4.51E+11,10188.01775,96.806763,44254972,73.4,978.07041,6.62,146,14,16,92,92,0,52.8,92,0.1,Developing Country
Colombia,2009,2.33822E+11,5225.058951,4.60E+11,10274.48986,96.057229,44750054,73.5,941.6464045,7.1,15,13,15,92,92,0,53.5,92,0.1,Developing Country
Colombia,2010,2.87018E+11,6346.772429,4.85E+11,10732.74929,96.788995,45222699,73.5,113.2436346,6.76,15,12,15,88,88,0,54.2,88,0.1,Developing Country
Colombia,2011,3.35415E+11,7345.488044,5.32E+11,11650.2893,96.6936,45662747,74.2,184.3073618,6.64,144,12,14,85,85,6,55,85,0.1,Developing Country
Colombia,2012,3.6966E+11,8022.873865,5.63E+11,12226.58489,97.032176,46075721,74.3,1487.896562,6.93,143,11,13,92,91,1,55.7,91,0.1,Developing Country
Colombia,2013,3.80192E+11,8176.96211,5.99E+11,12891.87145,97.779418,46495492,74.4,15.16255482,6.84,145,11,13,91,91,1,56.4,91,0.1,Developing Country
Colombia,2014,3.78196E+11,8052.249936,6.40E+11,13618.56015,97.790938,46967706,74.7,1435.487755,7.2,144,11,12,9,9,0,57.2,9,0.1,Developing Country
Colombia,2015,2.9152E+11,6134.585534,6.66E+11,14006.15358,98.186898,47520667,74.9,0,,143,10,12,91,91,1,57.9,91,0.1,Developing Country
Comoros,2000,203846427.7,375.8521636,1030834100,1900.652522,39.59965897,542358,59.5,35.02948624,3.56,272,1,2,,7,0,17.3,7,0.1,Least Developed Country
Comoros,2001,220093812.2,395.9269506,1078020562,1939.252129,41.93915939,555895,59.6,19.71741043,2.86,272,1,2,,7,0,17.6,7,0.1,Least Developed Country
Comoros,2002,246737679.5,433.2683843,1120532120,1967.640865,44.8,569480,59.6,29.41897495,3.39,271,2,2,,98,0,18,89,0.1,Least Developed Country
Comoros,2003,317562269.4,544.5047853,1165353828,1998.161611,46.58718109,583213,59.7,45.09010835,3.65,271,2,2,28,8,0,18.4,8,0.1,Least Developed Country
Comoros,2004,368143118.7,616.4176593,1219700724,2042.262987,48.9078331,597230,59.8,7.212110766,3.96,269,2,2,77,73,0,18.8,76,0.1,Least Developed Country
Comoros,2005,380372892.6,621.9054038,1293381359,2114.663983,51.23432159,611625,60.1,69.9675435,4.32,266,2,2,68,67,912,19.2,68,0.1,Least Developed Country
Comoros,2006,406111873.5,648.2988018,1367792982,2183.483443,53.57271957,626427,60.4,77.0283958,4.57,262,2,2,69,69,85,19.6,69,0.1,Least Developed Country
Comoros,2007,462453582.9,720.7548079,1415772597,2206.545573,55.92908478,641624,60.7,9.087638194,4.93,259,2,2,75,75,0,2.1,75,0.1,Least Developed Country
Comoros,2008,523134897,795.9729241,1501043284,2283.903863,58.30796814,657227,61,93.36788979,5.13,255,2,2,81,81,0,2.6,81,0.1,Least Developed Country
Comoros,2009,524157261,778.5465763,1560887766,2318.433639,60.70788193,673251,61.4,56.98952474,3.82,251,2,2,83,84,1,21.1,83,0.1,Least Developed Country
Comoros,2010,530493353.2,769.1698273,1639079857,2376.525103,63.12582016,689696,61.8,47.30421873,5.82,246,2,2,74,82,0,21.6,74,0.1,Least Developed Country
Comoros,2011,586281766.8,829.7481195,1741922162,2465.293516,65.55877686,706578,62.3,59.6596497,6.1,241,2,2,83,85,3,22.1,83,0.2,Least Developed Country
Comoros,2012,570865941.2,788.6359214,1832144991,2531.058956,69.3,723865,62.6,78.39008571,7.11,237,2,2,89,85,1,22.6,86,0.8,Least Developed Country
Comoros,2013,618663921.9,834.3287178,1948188639,2627.322641,70.45773315,741511,63,61.57443584,6.51,233,1,2,88,85,0,23.2,87,0.8,Least Developed Country
Comoros,2014,647720707.1,852.9486918,2026732349,2668.895231,72.91772461,759390,63.3,73.86584922,6.75,23,1,2,88,87,0,23.7,87,0.8,Least Developed Country
Comoros,2015,565689764.6,727.6360913,2071268122,2664.23318,75.38071442,777435,63.6,0,,227,1,2,91,92,0,24.2,91,0.8,Least Developed Country
Costa Rica,2000,14949514585,3772.872891,30856487585,7787.383655,98.686409,3962369,77.4,94.17819458,7.12,98,1,1,89,8,0,45.4,88,0.1,Developing Country
Costa Rica,2001,15913363335,3944.737587,32633961885,8089.579389,98.24978,4034074,77.4,868.3713593,7.25,1,1,1,8,92,0,46.4,91,0.1,Developing Country
Costa Rica,2002,16504795453,4024.65481,34241375059,8349.677233,98.509188,4100922,78.2,112.9493745,8.23,99,1,1,94,94,0,47.3,94,0.1,Developing Country
Costa Rica,2003,17195867540,4129.598624,36361464139,8732.228946,98.695902,4164053,77.9,1070.268999,8.45,1,1,1,86,88,1,48.3,88,0.1,Developing Country
Costa Rica,2004,18529767934,4385.581961,38959685914,9220.886972,98.954779,4225156,77.8,1043.10795,7.8,12,1,1,89,9,0,49.3,9,0.1,Developing Country
Costa Rica,2005,19952156475,4655.731619,41728313582,9737.084269,99.053051,4285504,78.7,1002.833273,7.74,97,1,1,9,91,1,5.3,91,0.1,Developing Country
Costa Rica,2006,22600431878,5200.976356,46102678508,10609.48491,99.147523,4345421,78.3,1185.412346,7.82,16,1,1,88,89,0,51.4,89,0.1,Developing Country
Costa Rica,2007,26743874287,6071.769609,51207898943,11625.93576,99.217998,4404626,79.3,150.8891479,8.37,93,1,1,89,89,0,52.4,89,0.1,Developing Country
Costa Rica,2008,30612932803,6859.083382,54631234447,12240.58455,99.263937,4463123,79.2,1859.095621,9.1,99,1,1,89,89,0,53.4,9,0.1,Developing Country
Costa Rica,2009,30562361123,6760.479011,54513450980,12058.52649,99.409804,4520739,79.4,24.88720369,9.69,96,1,1,87,8,0,54.4,86,0.1,Developing Country
Costa Rica,2010,37268635287,8141.930223,57879556279,12644.71599,98.995734,4577371,78.3,2377.010299,9.66,16,1,1,89,93,0,55.5,88,0.1,Developing Country
Costa Rica,2011,42262697840,9121.932518,61633610782,13302.92828,99.232348,4633086,79,2429.854745,9.73,98,1,1,84,82,0,56.5,85,0.1,Developing Country
Costa Rica,2012,46473128286,9913.203615,65828866819,14041.98479,99.503298,4688003,79.2,2568.237059,9.56,97,1,1,91,9,0,57.5,91,0.1,Developing Country
Costa Rica,2013,49745088112,10490.07248,68503995733,14445.88617,99.563517,4742111,79.4,386.1379123,9.47,96,1,1,94,95,0,58.5,95,0.1,Developing Country
Costa Rica,2014,50656002896,10563.47928,72253723775,15067.33003,99.359291,4795390,79.4,384.5129138,9.31,96,1,1,91,91,1,59.5,91,0.1,Developing Country
Costa Rica,2015,54840103850,11312.35762,75678484327,15610.87633,99.409804,4847805,79.4,0,,95,1,1,92,92,0,6.5,92,0.1,Developing Country
Croatia,2000,21774273832,4917.322726,47371321611,10697.94925,100,4428075,74.4,649.3909871,7.66,127,0,0,,94,9,54.7,93,0.1,Developing Country
Croatia,2001,23289671102,5283.413206,49933823290,11327.81224,100,4408073,74.8,650.9567981,7.16,126,0,0,,94,8,55.2,94,0.1,Developing Country
Croatia,2002,26878499206,6114.583688,54412344244,12378.25185,100,4395802,74.9,11.63615139,6.19,124,0,0,,95,6,55.8,95,0.1,Developing Country
Croatia,2003,34658113497,7896.749169,58311800805,13286.17221,100,4388909,74.8,93.67706503,6.35,122,0,0,,95,19,56.3,94,0.1,Developing Country
Croatia,2004,41574530816,9483.507593,62565003093,14271.61462,100,4383877,75.5,1116.396502,6.56,114,0,0,,96,54,56.9,96,0.1,Developing Country
Croatia,2005,45416358502,10373.61212,65961866967,15066.4396,100,4378066,75.3,167.2319899,6.89,116,0,0,,96,2,57.5,96,0.1,Developing Country
Croatia,2006,50453577898,11543.37551,75149126180,17193.51964,100,4370782,75.9,1555.651986,6.95,113,0,0,,96,1,58.1,96,0.1,Developing Country
Croatia,2007,60093155533,13775.16587,83424173265,19123.33966,100,4362427,75.8,2019.812779,7.44,114,0,0,95,96,0,58.7,96,0.1,Developing Country
Croatia,2008,70481451814,16192.80896,89540362461,20571.51132,100,4352639,76,2425.403891,7.7,116,0,0,97,96,51,59.4,96,0.1,Developing Country
Croatia,2009,62703095751,14443.52131,86097957346,19832.47663,100,4341261,76.3,2160.380199,8.18,19,0,0,97,96,2,6,96,0.1,Developing Country
Croatia,2010,59665427465,13785.39289,84884015854,19612.0192,100,4328163,76.7,206.8868182,8.25,16,0,0,97,97,7,6.6,97,0.1,Developing Country
Croatia,2011,62236751773,14429.70964,88795109767,20587.31561,100,4313098,77.2,1913.356642,7.8,14,0,0,97,96,12,61.3,96,0.1,Developing Country
Croatia,2012,56485301967,13148.74871,90200826975,20997.10838,100,4295869,77.3,1851.713262,7.8,14,0,0,98,96,2,61.9,96,0.1,Developing Country
Croatia,2013,57769872075,13508.38672,92643285257,21662.87165,100,4276593,77.8,1899.107385,7.83,97,0,0,96,96,0,62.5,96,0.1,Developing Country
Croatia,2014,57080369368,13413.26,93507447063,21973.22325,100,4255518,78,1884.098811,7.8,97,0,0,95,95,0,63.1,95,0.1,Developing Country
Croatia,2015,48921877448,11557.60305,96740153707,22854.48461,100,4232874,77.5,0,,95,0,0,94,94,206,63.7,94,0.1,Developing Country
Cyprus,2000,10183317625,10795.55515,14776743585,15665.14531,100,943288,77.4,950.8027925,5.77,7,0,0,89,97,0,52.8,97,0.1,Developed Country
Cyprus,2001,10567304189,11004.46767,16045381858,16709.17036,100,960274,78.5,100.8086193,5.78,69,0,0,89,97,0,53.3,97,0.1,Developed Country
Cyprus,2002,11618269231,11892.16968,16716229785,17110.31455,100,976968,78.2,1128.050886,6.12,68,0,0,88,98,0,53.8,98,0.1,Developed Country
Cyprus,2003,14576896942,14671.3511,17420972933,17533.8559,100,993562,78.3,158.7087399,6.83,66,0,0,88,98,0,54.3,98,0.1,Developed Country
Cyprus,2004,17422375000,17242.87665,18870120864,18675.70676,100,1010410,78.4,1586.724172,6.42,65,0,0,88,98,0,54.8,98,0.1,Developed Country
Cyprus,2005,18703146375,18199.79465,20504241182,19952.41718,100,1027657,78,1562.520827,6.37,65,0,0,88,98,1,55.3,98,0.1,Developed Country
Cyprus,2006,20403713461,19515.59764,22517208713,21537.09844,100,1045508,79.1,1700.841534,6.28,64,0,0,93,97,0,55.8,97,0.1,Developed Country
Cyprus,2007,24077470572,22635.41364,25199885122,23690.60412,100,1063708,78.8,1958.525877,6.5,63,0,0,93,97,0,56.3,97,0.1,Developed Country
Cyprus,2008,27839460964,25739.90814,27398683535,25332.37257,100,1081568,79.3,239.6409938,6.89,62,0,0,93,97,1,56.8,97,0.1,Developed Country
Cyprus,2009,25942622951,23625.24618,27385659229,24939.38035,100,1098089,79.5,230.2524184,7.4,6,0,0,96,99,0,57.3,99,0.1,Developed Country
Cyprus,2010,25562251656,22974.88862,27720950116,24915.08769,100,1112617,79.8,283.3300258,7.23,59,0,0,96,99,18,57.8,99,0.1,Developed Country
Cyprus,2011,27427161523,24383.23199,28345855875,25199.96753,100,1124837,80.1,2443.325028,7.54,57,0,0,96,99,0,58.3,99,0.1,Developed Country
Cyprus,2012,25041372222,22061.98887,27503256720,24230.9622,100,1135046,80,2159.756205,7.44,56,0,0,96,99,1,58.7,99,0.1,Developed Country
Cyprus,2013,24084572491,21055.41426,26181584323,22888.6813,100,1143866,80.3,212.0859259,7.46,54,0,0,96,99,0,59.2,99,0.1,Developed Country
Cyprus,2014,23359294149,20271.9387,25611618160,22226.57714,100,1152297,80.2,207.3041936,7.37,53,0,0,96,99,10,59.8,99,0.1,Developed Country
Cyprus,2015,19676167240,16947.7929,26889908088,23161.24822,100,1160987,80.5,0,,52,0,0,97,97,0,6.3,97,0.1,Developed Country
Denmark,2000,1.64159E+11,30734.48782,1.53E+11,28653.63755,100,5341192,77.1,508.7496912,8.7,12,0,0,,97,14,52.2,97,0.1,Developed Country
Denmark,2001,1.64791E+11,30755.80473,1.58E+11,29453.59874,100,5358059,77.2,530.4832336,9.1,12,0,0,,97,11,52.8,97,0.1,Developed Country
Denmark,2002,1.78635E+11,33248.06931,1.65E+11,30658.2127,100,5372798,77.2,4801.546125,9.33,14,0,0,,98,32,53.3,98,0.1,Developed Country
Denmark,2003,2.18096E+11,40485.85347,1.66E+11,30806.85706,100,5386968,77.6,650.9813544,9.51,11,0,0,,96,0,53.9,96,0.1,Developed Country
Denmark,2004,2.51373E+11,46526.83366,1.78E+11,32919.45594,100,5402754,77.9,6948.839868,9.67,98,0,0,,95,0,54.4,95,0.1,Developed Country
Denmark,2005,2.64467E+11,48779.39748,1.85E+11,34135.8675,100,5421701,78.3,7627.412444,9.77,92,0,0,,93,2,55,93,0.1,Developed Country
Denmark,2006,2.82885E+11,51959.89872,2.03E+11,37247.5626,100,5444293,78.4,850.9544783,9.92,93,0,0,,93,27,55.4,93,0.1,Developed Country
Denmark,2007,3.19423E+11,58396.35134,2.13E+11,38908.08838,100,5469920,78.6,9703.068121,9.99,93,0,0,,87,2,55.9,87,0.1,Developed Country
Denmark,2008,3.53361E+11,64273.98068,2.27E+11,41247.46793,100,5497731,79,10761.18209,1.18,88,0,0,,88,14,56.3,88,0.1,Developed Country
Denmark,2009,3.21241E+11,58128.62541,2.23E+11,40315.63269,100,5526389,79.1,9765.616994,11.47,86,0,0,,89,6,56.6,89,0.1,Developed Country
Denmark,2010,3.21995E+11,57966.53525,2.39E+11,42944.14474,100,5554849,79.4,954.4865933,11.8,84,0,0,,9,5,57,9,0.1,Developed Country
Denmark,2011,3.44003E+11,61616.41448,2.47E+11,44304.69969,100,5582980,80,10251.10872,1.87,79,0,0,,91,84,57.4,91,0.1,Developed Country
Denmark,2012,3.27149E+11,58305.86452,2.51E+11,44649.55933,100,5610909,80.3,928.4170785,1.98,76,0,0,,94,2,57.7,94,0.1,Developed Country
Denmark,2013,3.43584E+11,60939.18461,2.62E+11,46534.41564,100,5638152,80.6,10261.763,11.25,75,0,0,,94,17,58.1,94,0.1,Developed Country
Denmark,2014,3.52994E+11,62320.13268,2.70E+11,47726.187,100,5664199,80.9,10468.76292,1.8,73,0,0,,94,27,58.4,94,0.1,Developed Country
Denmark,2015,3.01298E+11,52964.42591,2.79E+11,49013.55352,100,5688695,80.9,0,,71,0,0,,93,9,58.8,93,0.1,Developed Country
Djibouti,2000,551230861.9,768.1835703,,0,56.84339905,717577,57.4,91.95075901,5.75,325,2,2,,46,183,28.2,46,4.1,Least Developed Country
Djibouti,2001,572417440.8,780.9039613,,0,56.47632217,733019,57.6,92.4978948,5.37,323,2,2,,49,79,28.6,53,4.3,Least Developed Country
Djibouti,2002,591122039.6,791.3841807,,0,49.7,746947,57.8,13.46662004,5.45,322,2,2,,62,50,29,62,4.3,Least Developed Country
Djibouti,2003,622044665.5,818.8687857,,0,55.71118546,759639,58,94.13302875,6.22,325,2,2,,68,37,29.4,68,4.2,Least Developed Country
Djibouti,2004,666072101.8,863.2360874,,0,55.32525635,771599,58.2,106.0354659,6.76,326,2,2,,64,71,29.8,64,4,Least Developed Country
Djibouti,2005,708633194.7,904.7366795,,0,54.94516754,783248,58.8,12.70325933,7.21,318,2,2,,71,298,3.2,71,3.9,Least Developed Country
Djibouti,2006,768873684,967.6795838,,0,55.5,794554,59.3,121.4812077,7.5,39,2,2,,72,49,3.6,72,3.7,Least Developed Country
Djibouti,2007,847918929.1,1052.719117,,0,54.22677231,805456,59.9,20.86878709,7.72,296,1,2,25,88,24,3.9,88,3.5,Least Developed Country
Djibouti,2008,999105339.3,1223.852363,,0,53.89907837,816361,60.3,171.7686449,8.5,289,1,2,88,89,143,31.3,89,3.3,Least Developed Country
Djibouti,2009,1049110685,1267.317394,,0,53.59241486,827820,61,177.2671607,8.37,279,1,2,89,89,48,31.7,89,3.2,Least Developed Country
Djibouti,2010,1128611700,1343.275125,,0,53.30377197,840194,61.6,187.4960097,8.84,273,1,2,88,88,7,32.2,88,3.1,Least Developed Country
Djibouti,2011,1239144502,1451.548081,2342710799,2744.278299,53.03014755,853671,62.1,20.35974738,8.71,268,1,2,87,87,49,32.7,87,2.7,Least Developed Country
Djibouti,2012,1353632942,1559.240651,,0,54.6,868136,62.6,217.2125786,8.95,263,1,2,81,81,709,33.2,81,1.9,Least Developed Country
Djibouti,2013,1455000000,1647.23943,3624994849,4103.941204,52.51594543,883296,63,229.4410095,9.14,256,1,2,82,82,28,33.8,82,2.1,Least Developed Country
Djibouti,2014,1588000000,1766.98301,3854585104,4289.03425,52.26935959,898707,63.1,24.73299655,1.57,252,1,1,78,78,0,34.4,78,2.1,Least Developed Country
Djibouti,2015,1727000000,1889.500852,4181038016,4574.449852,52.02577591,913998,63.6,0,,241,1,1,84,84,47,35,84,2.1,Least Developed Country
Dominican Republic,2000,23996063503,2832.624904,55874901056,6595.77502,88.764932,8471317,69.7,44.79247812,5.9,176,7,9,68,71,253,43.1,78,2.5,Developing Country
Dominican Republic,2001,24892521237,2894.950821,58504870831,6804.000376,89.791362,8598599,69.8,340.0239945,5.59,188,7,9,66,71,113,44.1,72,2.5,Developing Country
Dominican Republic,2002,26571620979,3045.467067,62101731740,7117.698201,89.749814,8724974,69.9,4.67359227,5.79,189,7,8,63,74,0,45.1,82,2.4,Developing Country
Dominican Republic,2003,21277165886,2404.113422,62403793304,7051.023517,89.173808,8850317,70,293.0196601,5.53,22,7,8,79,65,0,46.1,79,2.3,Developing Country
Dominican Republic,2004,22039232610,2455.776938,65730876425,7324.228267,90.316567,8974444,69.9,182.6162515,4.28,214,7,8,82,66,0,47.2,79,2.1,Developing Country
Dominican Republic,2005,34004033804,3737.831647,74168659265,8152.855141,90.141224,9097262,70.4,289.7418649,4.26,28,7,8,87,86,0,48.2,87,2,Developing Country
Dominican Republic,2006,35952845583,3899.998881,83423569069,9049.404038,90.118148,9218681,70.7,352.9551269,4.34,178,7,8,84,88,0,49.3,89,1.8,Developing Country
Dominican Republic,2007,44169678153,4729.666905,92017401083,9853.176993,96.876342,9338856,71,74.8217488,4.34,164,6,8,81,86,0,5.4,85,1.6,Developing Country
Dominican Republic,2008,48288967303,5105.578765,96818008799,10236.54051,97.576197,9458079,71.4,49.09241952,4.2,161,6,8,81,86,0,51.5,82,1.4,Developing Country
Dominican Republic,2009,48376555306,5051.465897,98479132969,10283.16255,97.85776,9576736,71.7,587.8828228,4.41,157,6,8,8,85,0,52.6,82,1.2,Developing Country
Dominican Republic,2010,53954579004,5565.12923,1.08E+11,11132.94224,98.145414,9695117,72,664.5585242,4.6,166,6,8,83,85,0,53.6,88,0.9,Developing Country
Dominican Republic,2011,57746684847,5884.581282,1.14E+11,11580.55816,97.898872,9813219,72.3,843.7876995,4.22,16,6,7,8,84,2,54.7,84,0.7,Developing Country
Dominican Republic,2012,60613645121,6103.53014,1.19E+11,11979.69623,97.86705,9930916,72.5,857.1307037,4.26,174,6,7,74,85,0,55.8,85,0.4,Developing Country
Dominican Republic,2013,61965942057,6166.853936,1.27E+11,12634.96206,98.385853,10048226,72.8,97.52211538,4.12,157,6,7,8,82,0,56.8,83,0.3,Developing Country
Dominican Republic,2014,65231032303,6417.104219,1.38E+11,13623.11285,98.470979,10165182,73,1088.244952,4.38,154,6,7,89,9,0,57.9,91,0.3,Developing Country
Dominican Republic,2015,68102618092,6623.689048,1.50E+11,14555.74827,98.560364,10281675,73.3,0,,152,6,7,81,87,0,58.9,85,0.3,Developing Country
Ecuador,2000,18327764882,1445.279324,74239574897,5854.337577,93.41509247,12681123,72.7,84.17527008,3.38,163,9,11,36,83,0,43.6,87,0.3,Developing Country
Ecuador,2001,24468324000,1894.616196,78914541215,6110.462158,93.77191162,12914660,73.3,14.5887403,3.86,158,9,10,69,9,2,44.3,89,0.3,Developing Country
Ecuador,2002,28548945000,2172.101877,83446872387,6348.924913,94.11639404,13143465,73.7,187.3843511,4.62,157,8,10,75,88,0,45.1,88,0.3,Developing Country
Ecuador,2003,32432859000,2425.851917,87310912327,6530.517214,94.973044,13369678,74.5,18.26183281,6.46,151,8,10,82,97,0,45.8,87,0.3,Developing Country
Ecuador,2004,36591661000,2691.277685,97023632414,7135.984803,94.79255676,13596390,74.6,16.37920405,6.22,148,8,9,88,9,0,46.5,88,0.3,Developing Country
Ecuador,2005,41507085000,3002.138604,1.05E+11,7619.038354,95.83265,13825839,74.5,18.09317114,5.87,151,8,9,92,89,0,47.2,92,0.3,Developing Country
Ecuador,2006,46802044000,3328.884156,1.13E+11,8059.13417,96.315259,14059379,74.7,19.13983284,5.86,144,8,9,96,92,0,47.9,96,0.3,Developing Country
Ecuador,2007,51007777000,3567.837186,1.19E+11,8316.569912,96.812618,14296554,75,19.60467787,5.94,14,7,9,94,95,0,48.6,96,0.2,Developing Country
Ecuador,2008,61762635000,4249.01897,1.29E+11,8868.936981,97.206576,14535740,74.9,197.9303077,5.66,139,7,9,93,94,1,49.3,96,0.1,Developing Country
Ecuador,2009,62519686000,4231.619235,1.31E+11,8841.991571,96.470862,14774412,75.4,282.1440066,5.58,137,7,8,91,91,0,5,94,0.1,Developing Country
Ecuador,2010,69555367000,4633.591284,1.37E+11,9114.34015,97.462142,15011114,75.3,367.9285652,5.9,134,7,8,9,88,0,5.7,91,0.1,Developing Country
Ecuador,2011,79276664000,5200.555108,1.51E+11,9883.578732,96.872699,15243885,75.6,344.7412164,5.92,131,7,8,88,85,257,51.4,88,0.1,Developing Country
Ecuador,2012,87924544000,5682.046108,1.62E+11,10483.13616,97.194929,15474099,75.7,41.88087712,6.48,127,7,8,88,85,72,52.1,87,0.1,Developing Country
Ecuador,2013,95129659000,6056.331213,1.73E+11,11028.42975,98.034674,15707473,76.1,59.12850204,7.29,121,6,8,87,87,0,52.8,87,0.1,Developing Country
Ecuador,2014,1.01726E+11,6377.093929,1.83E+11,11484.17593,98.976067,15951832,76.3,79.11626341,9.16,121,6,7,83,84,0,53.5,83,0.1,Developing Country
Ecuador,2015,99290381000,6124.490887,1.85E+11,11431.99017,98.825883,16212022,76.3,0,,118,6,7,78,84,0,54.2,78,0.1,Developing Country
El Salvador,2000,13134100000,2230.68209,26295847028,4466.059723,84.519249,5887930,68.8,353.6690328,8.17,218,4,5,99,98,0,45.3,99,0.4,Developing Country
El Salvador,2001,13812700000,2330.470334,27108385432,4573.710285,87.063829,5927001,68.6,332.1056586,8.2,219,4,4,75,94,2,46.2,92,0.4,Developing Country
El Salvador,2002,14306700000,2399.591824,27972500666,4691.688783,87.54906,5962139,69.5,29.68529375,7.9,24,3,4,81,81,0,47,81,0.4,Developing Country
El Salvador,2003,15046700000,2510.262217,28937087149,4827.615128,86.961151,5994075,69.8,400.1342971,7.61,29,3,4,94,93,0,47.8,94,0.3,Developing Country
El Salvador,2004,15798300000,2622.646399,29980842103,4977.063834,87.357045,6023801,70.1,398.6058322,7.3,215,3,3,9,9,0,48.6,9,0.3,Developing Country
El Salvador,2005,17093800000,2824.429903,31751734345,5246.378684,87.525839,6052124,70.4,440.6027042,7.19,213,3,3,89,89,0,49.4,89,0.2,Developing Country
El Salvador,2006,18550700000,3051.405609,34133281096,5614.585184,89.201467,6079395,70.8,57.74562629,6.68,211,3,3,96,96,0,5.1,96,0.2,Developing Country
